"Experiment","Sector","Type","Variable","GTAPVar","Description","Unit","Value","Region"
"ExB14","Mnfcs","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",0.026126679033041,"ROW"
"ExB14","Svces","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",-0.184258699417114,"SSA"
"ExB14","Svces","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",-0.279498815536499,"EU"
"ExB14","Svces","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",-0.0991484001278877,"ROW"
"ExB14","Food","TOTAL","pms","pms","pms","pms",8.26831817626953,"SSA"
"ExB14","Food","TOTAL","pms","pms","pms","pms",-4.35811328887939,"EU"
"ExB14","Food","TOTAL","pms","pms","pms","pms",3.64217853546143,"ROW"
"ExB14","Mnfcs","TOTAL","pms","pms","pms","pms",-0.170815855264664,"SSA"
"ExB14","Mnfcs","TOTAL","pms","pms","pms","pms",-0.358090460300446,"EU"
"ExB14","Mnfcs","TOTAL","pms","pms","pms","pms",0.0145800830796361,"ROW"
"ExB14","Svces","TOTAL","pms","pms","pms","pms",-0.196932315826416,"SSA"
"ExB14","Svces","TOTAL","pms","pms","pms","pms",-0.317950844764709,"EU"
"ExB14","Svces","TOTAL","pms","pms","pms","pms",-0.0829831883311272,"ROW"
"ExB14","Food","TOTAL","pmw","pmw","pmw","pmw",8.42576694488525,"SSA"
"ExB14","Food","TOTAL","pmw","pmw","pmw","pmw",0.186164274811745,"EU"
"ExB14","Food","TOTAL","pmw","pmw","pmw","pmw",3.70639634132385,"ROW"
"ExB14","Mnfcs","TOTAL","pmw","pmw","pmw","pmw",-0.185569956898689,"SSA"
"ExB14","Mnfcs","TOTAL","pmw","pmw","pmw","pmw",-0.365846127271652,"EU"
"ExB14","Mnfcs","TOTAL","pmw","pmw","pmw","pmw",0.0157133731991053,"ROW"
"ExB14","Svces","TOTAL","pmw","pmw","pmw","pmw",-0.196947529911995,"SSA"
"ExB14","Svces","TOTAL","pmw","pmw","pmw","pmw",-0.318043172359467,"EU"
"ExB14","Svces","TOTAL","pmw","pmw","pmw","pmw",-0.0844254195690155,"ROW"
"ExB14","Food","TOTAL","po","po","po","po",2.46795511245728,"SSA"
"ExB14","Food","TOTAL","po","po","po","po",-1.25037574768066,"EU"
"ExB14","Food","TOTAL","po","po","po","po",0.953637003898621,"ROW"
"ExB14","Mnfcs","TOTAL","po","po","po","po",0.924817085266113,"SSA"
"ExB14","Mnfcs","TOTAL","po","po","po","po",-0.755359351634979,"EU"
"ExB14","Mnfcs","TOTAL","po","po","po","po",0.264348775148392,"ROW"
"ExB14","Svces","TOTAL","po","po","po","po",1.3361599445343,"SSA"
"ExB14","Svces","TOTAL","po","po","po","po",-0.831752836704254,"EU"
"ExB14","Svces","TOTAL","po","po","po","po",0.304490089416504,"ROW"
"ExB14","Food","TOTAL","ppa","ppa","ppa","ppa",2.78529953956604,"SSA"
"ExB14","Food","TOTAL","ppa","ppa","ppa","ppa",-1.06883072853088,"EU"
"ExB14","Food","TOTAL","ppa","ppa","ppa","ppa",1.13578963279724,"ROW"
"ExB14","Mnfcs","TOTAL","ppa","ppa","ppa","ppa",0.614466905593872,"SSA"
"ExB14","Mnfcs","TOTAL","ppa","ppa","ppa","ppa",-0.601878821849823,"EU"
"ExB14","Mnfcs","TOTAL","ppa","ppa","ppa","ppa",0.206184938549995,"ROW"
"ExB14","Svces","TOTAL","ppa","ppa","ppa","ppa",1.21846067905426,"SSA"
"ExB14","Svces","TOTAL","ppa","ppa","ppa","ppa",-0.81270557641983,"EU"
"ExB14","Svces","TOTAL","ppa","ppa","ppa","ppa",0.295508354902267,"ROW"
"ExB14","Food","TOTAL","ppd","ppd","ppd","ppd",2.46795511245728,"SSA"
"ExB14","Food","TOTAL","ppd","ppd","ppd","ppd",-0.201753631234169,"EU"
"ExB14","Food","TOTAL","ppd","ppd","ppd","ppd",0.953637003898621,"ROW"
"ExB14","Mnfcs","TOTAL","ppd","ppd","ppd","ppd",0.924817085266113,"SSA"
"ExB14","Mnfcs","TOTAL","ppd","ppd","ppd","ppd",-0.755359351634979,"EU"
"ExB14","Mnfcs","TOTAL","ppd","ppd","ppd","ppd",0.264348775148392,"ROW"
"ExB14","Svces","TOTAL","ppd","ppd","ppd","ppd",1.3361599445343,"SSA"
"ExB14","Svces","TOTAL","ppd","ppd","ppd","ppd",-0.831752836704254,"EU"
"ExB14","Svces","TOTAL","ppd","ppd","ppd","ppd",0.304490089416504,"ROW"
"ExB14","Food","TOTAL","ppm","ppm","ppm","ppm",8.26831817626953,"SSA"
"ExB14","Food","TOTAL","ppm","ppm","ppm","ppm",-4.35811328887939,"EU"
"ExB14","Food","TOTAL","ppm","ppm","ppm","ppm",3.64217853546143,"ROW"
"ExB14","Mnfcs","TOTAL","ppm","ppm","ppm","ppm",-0.170815855264664,"SSA"
"ExB14","Mnfcs","TOTAL","ppm","ppm","ppm","ppm",-0.358090460300446,"EU"
"ExB14","Mnfcs","TOTAL","ppm","ppm","ppm","ppm",0.0145800830796361,"ROW"
"ExB14","Svces","TOTAL","ppm","ppm","ppm","ppm",-0.196932315826416,"SSA"
"ExB14","Svces","TOTAL","ppm","ppm","ppm","ppm",-0.317950844764709,"EU"
"ExB14","Svces","TOTAL","ppm","ppm","ppm","ppm",-0.0829831883311272,"ROW"
"ExB14","Food","TOTAL","pr","pr","pr","pr",-5.35739755630493,"SSA"
"ExB14","Food","TOTAL","pr","pr","pr","pr",4.34575319290161,"EU"
"ExB14","Food","TOTAL","pr","pr","pr","pr",-2.59406137466431,"ROW"
"ExB14","Mnfcs","TOTAL","pr","pr","pr","pr",1.09750747680664,"SSA"
"ExB14","Mnfcs","TOTAL","pr","pr","pr","pr",-0.398696660995483,"EU"
"ExB14","Mnfcs","TOTAL","pr","pr","pr","pr",0.249730005860329,"ROW"
"ExB14","Svces","TOTAL","pr","pr","pr","pr",1.53611755371094,"SSA"
"ExB14","Svces","TOTAL","pr","pr","pr","pr",-0.515440940856934,"EU"
"ExB14","Svces","TOTAL","pr","pr","pr","pr",0.387795090675354,"ROW"
"ExB14","Food","TOTAL","profitslack","profitslack","profitslack","profitslack",0,"SSA"
"ExB14","Food","TOTAL","profitslack","profitslack","profitslack","profitslack",0,"EU"
"ExB14","Food","TOTAL","profitslack","profitslack","profitslack","profitslack",0,"ROW"
"ExB14","Mnfcs","TOTAL","profitslack","profitslack","profitslack","profitslack",0,"SSA"
"ExB14","Mnfcs","TOTAL","profitslack","profitslack","profitslack","profitslack",0,"EU"
"ExB14","Mnfcs","TOTAL","profitslack","profitslack","profitslack","profitslack",0,"ROW"
"ExB14","Svces","TOTAL","profitslack","profitslack","profitslack","profitslack",0,"SSA"
"ExB14","Svces","TOTAL","profitslack","profitslack","profitslack","profitslack",0,"EU"
"ExB14","Svces","TOTAL","profitslack","profitslack","profitslack","profitslack",0,"ROW"
"ExB14","Food","TOTAL","pva","pva","pva","pva",2.93770575523376,"SSA"
"ExB14","Food","TOTAL","pva","pva","pva","pva",-1.777712225914,"EU"
"ExB14","Food","TOTAL","pva","pva","pva","pva",1.1826331615448,"ROW"
"ExB14","Mnfcs","TOTAL","pva","pva","pva","pva",0.937916994094849,"SSA"
"ExB14","Mnfcs","TOTAL","pva","pva","pva","pva",-0.861141622066498,"EU"
"ExB14","Mnfcs","TOTAL","pva","pva","pva","pva",0.27485403418541,"ROW"
"ExB14","Svces","TOTAL","pva","pva","pva","pva",1.59288585186005,"SSA"
"ExB14","Svces","TOTAL","pva","pva","pva","pva",-0.877911508083344,"EU"
"ExB14","Svces","TOTAL","pva","pva","pva","pva",0.30485811829567,"ROW"
"ExB14","Food","TOTAL","pxw","pxw","pxw","pxw",2.46795511245728,"SSA"
"ExB14","Food","TOTAL","pxw","pxw","pxw","pxw",3.61669683456421,"EU"
"ExB14","Food","TOTAL","pxw","pxw","pxw","pxw",0.953637003898621,"ROW"
"ExB14","Mnfcs","TOTAL","pxw","pxw","pxw","pxw",0.924817085266113,"SSA"
"ExB14","Mnfcs","TOTAL","pxw","pxw","pxw","pxw",-0.755359351634979,"EU"
"ExB14","Mnfcs","TOTAL","pxw","pxw","pxw","pxw",0.264348775148392,"ROW"
"ExB14","Svces","TOTAL","pxw","pxw","pxw","pxw",1.3361599445343,"SSA"
"ExB14","Svces","TOTAL","pxw","pxw","pxw","pxw",-0.831752836704254,"EU"
"ExB14","Svces","TOTAL","pxw","pxw","pxw","pxw",0.304490089416504,"ROW"
"ExB14","Food","TOTAL","qc","qc","qc","qc",4.75082492828369,"SSA"
"ExB14","Food","TOTAL","qc","qc","qc","qc",-8.78788185119629,"EU"
"ExB14","Food","TOTAL","qc","qc","qc","qc",2.30301856994629,"ROW"
"ExB14","Mnfcs","TOTAL","qc","qc","qc","qc",-2.59837055206299,"SSA"
"ExB14","Mnfcs","TOTAL","qc","qc","qc","qc",1.52167880535126,"EU"
"ExB14","Mnfcs","TOTAL","qc","qc","qc","qc",-0.558705806732178,"ROW"
"ExB14","Svces","TOTAL","qc","qc","qc","qc",-0.50862318277359,"SSA"
"ExB14","Svces","TOTAL","qc","qc","qc","qc",0.229296147823334,"EU"
"ExB14","Svces","TOTAL","qc","qc","qc","qc",-0.0635874047875404,"ROW"
"ExB14","Food","TOTAL","qds","qds","qds","qds",2.1648805141449,"SSA"
"ExB14","Food","TOTAL","qds","qds","qds","qds",-5.16496849060059,"EU"
"ExB14","Food","TOTAL","qds","qds","qds","qds",1.10745024681091,"ROW"
"ExB14","Mnfcs","TOTAL","qds","qds","qds","qds",-1.67799949645996,"SSA"
"ExB14","Mnfcs","TOTAL","qds","qds","qds","qds",0.732984662055969,"EU"
"ExB14","Mnfcs","TOTAL","qds","qds","qds","qds",-0.299650192260742,"ROW"
"ExB14","Svces","TOTAL","qds","qds","qds","qds",-0.3234483897686,"SSA"
"ExB14","Svces","TOTAL","qds","qds","qds","qds",0.119439899921417,"EU"
"ExB14","Svces","TOTAL","qds","qds","qds","qds",-0.0295407176017761,"ROW"
"ExB14","Food","TOTAL","qga","qga","qga","qga",-1.75195074081421,"SSA"
"ExB14","Food","TOTAL","qga","qga","qga","qga",1.90014016628265,"EU"
"ExB14","Food","TOTAL","qga","qga","qga","qga",-0.772281527519226,"ROW"
"ExB14","Mnfcs","TOTAL","qga","qga","qga","qga",0.913388788700104,"SSA"
"ExB14","Mnfcs","TOTAL","qga","qga","qga","qga",-0.143841713666916,"EU"
"ExB14","Mnfcs","TOTAL","qga","qga","qga","qga",0.107939258217812,"ROW"
"ExB14","Svces","TOTAL","qga","qga","qga","qga",0.330105036497116,"SSA"
"ExB14","Svces","TOTAL","qga","qga","qga","qga",0.124831669032574,"EU"
"ExB14","Svces","TOTAL","qga","qga","qga","qga",0.0387271605432034,"ROW"
"ExB14","Food","TOTAL","qgd","qgd","qgd","qgd",0.523425877094269,"SSA"
"ExB14","Food","TOTAL","qgd","qgd","qgd","qgd",-3.7536096572876,"EU"
"ExB14","Food","TOTAL","qgd","qgd","qgd","qgd",-0.387033134698868,"ROW"
"ExB14","Mnfcs","TOTAL","qgd","qgd","qgd","qgd",0.331934452056885,"SSA"
"ExB14","Mnfcs","TOTAL","qgd","qgd","qgd","qgd",0.418057262897491,"EU"
"ExB14","Mnfcs","TOTAL","qgd","qgd","qgd","qgd",0.00483519257977605,"ROW"
"ExB14","Svces","TOTAL","qgd","qgd","qgd","qgd",0.272980362176895,"SSA"
"ExB14","Svces","TOTAL","qgd","qgd","qgd","qgd",0.134020239114761,"EU"
"ExB14","Svces","TOTAL","qgd","qgd","qgd","qgd",0.0252493098378181,"ROW"
"ExB14","Food","TOTAL","qgm","qgm","qgm","qgm",-11.8824825286865,"SSA"
"ExB14","Food","TOTAL","qgm","qgm","qgm","qgm",6.55652570724487,"EU"
"ExB14","Food","TOTAL","qgm","qgm","qgm","qgm",-6.45723819732666,"ROW"
"ExB14","Mnfcs","TOTAL","qgm","qgm","qgm","qgm",3.51101899147034,"SSA"
"ExB14","Mnfcs","TOTAL","qgm","qgm","qgm","qgm",-0.721732020378113,"EU"
"ExB14","Mnfcs","TOTAL","qgm","qgm","qgm","qgm",0.720212399959564,"ROW"
"ExB14","Svces","TOTAL","qgm","qgm","qgm","qgm",3.29229235649109,"SSA"
"ExB14","Svces","TOTAL","qgm","qgm","qgm","qgm",-0.867971062660217,"EU"
"ExB14","Svces","TOTAL","qgm","qgm","qgm","qgm",0.781496942043304,"ROW"
"ExB14","Food","TOTAL","qia","qia","qia","qia",0.0116685032844543,"SSA"
"ExB14","Food","TOTAL","qia","qia","qia","qia",0.0160424690693617,"EU"
"ExB14","Food","TOTAL","qia","qia","qia","qia",0.0222908966243267,"ROW"
"ExB14","Mnfcs","TOTAL","qia","qia","qia","qia",0.0116685032844543,"SSA"
"ExB14","Mnfcs","TOTAL","qia","qia","qia","qia",0.0160424690693617,"EU"
"ExB14","Mnfcs","TOTAL","qia","qia","qia","qia",0.0222908966243267,"ROW"
"ExB14","Svces","TOTAL","qia","qia","qia","qia",0.0116685032844543,"SSA"
"ExB14","Svces","TOTAL","qia","qia","qia","qia",0.0160424690693617,"EU"
"ExB14","Svces","TOTAL","qia","qia","qia","qia",0.0222908966243267,"ROW"
"ExB14","Food","TOTAL","qid","qid","qid","qid",1.24086451530457,"SSA"
"ExB14","Food","TOTAL","qid","qid","qid","qid",-6.57169628143311,"EU"
"ExB14","Food","TOTAL","qid","qid","qid","qid",0.972348868846893,"ROW"
"ExB14","Mnfcs","TOTAL","qid","qid","qid","qid",-1.48134219646454,"SSA"
"ExB14","Mnfcs","TOTAL","qid","qid","qid","qid",0.44812884926796,"EU"
"ExB14","Mnfcs","TOTAL","qid","qid","qid","qid",-0.197239860892296,"ROW"
"ExB14","Svces","TOTAL","qid","qid","qid","qid",-0.00722531788051128,"SSA"
"ExB14","Svces","TOTAL","qid","qid","qid","qid",0.0267085842788219,"EU"
"ExB14","Svces","TOTAL","qid","qid","qid","qid",0.0195727813988924,"ROW"
"ExB14","Food","TOTAL","qim","qim","qim","qim",-11.2535858154297,"SSA"
"ExB14","Food","TOTAL","qim","qim","qim","qim",3.43641471862793,"EU"
"ExB14","Food","TOTAL","qim","qim","qim","qim",-5.18069410324097,"ROW"
"ExB14","Mnfcs","TOTAL","qim","qim","qim","qim",1.64028716087341,"SSA"
"ExB14","Mnfcs","TOTAL","qim","qim","qim","qim",-0.692150413990021,"EU"
"ExB14","Mnfcs","TOTAL","qim","qim","qim","qim",0.516691923141479,"ROW"
"ExB14","Svces","TOTAL","qim","qim","qim","qim",3.00364995002747,"SSA"
"ExB14","Svces","TOTAL","qim","qim","qim","qim",-0.97417950630188,"EU"
"ExB14","Svces","TOTAL","qim","qim","qim","qim",0.775782763957977,"ROW"
"ExB14","Food","TOTAL","qint","qint","qint","qint",4.75082492828369,"SSA"
"ExB14","Food","TOTAL","qint","qint","qint","qint",-8.78788185119629,"EU"
"ExB14","Food","TOTAL","qint","qint","qint","qint",2.30301856994629,"ROW"
"ExB14","Mnfcs","TOTAL","qint","qint","qint","qint",-2.59837055206299,"SSA"
"ExB14","Mnfcs","TOTAL","qint","qint","qint","qint",1.52167880535126,"EU"
"ExB14","Mnfcs","TOTAL","qint","qint","qint","qint",-0.558705806732178,"ROW"
"ExB14","Svces","TOTAL","qint","qint","qint","qint",-0.50862318277359,"SSA"
"ExB14","Svces","TOTAL","qint","qint","qint","qint",0.229296147823334,"EU"
"ExB14","Svces","TOTAL","qint","qint","qint","qint",-0.0635874047875404,"ROW"
"ExB14","Food","TOTAL","qms","qms","qms","qms",-10.1200160980225,"SSA"
"ExB14","Food","TOTAL","qms","qms","qms","qms",4.73168134689331,"EU"
"ExB14","Food","TOTAL","qms","qms","qms","qms",-4.83232545852661,"ROW"
"ExB14","Mnfcs","TOTAL","qms","qms","qms","qms",1.6565238237381,"SSA"
"ExB14","Mnfcs","TOTAL","qms","qms","qms","qms",-0.280322998762131,"EU"
"ExB14","Mnfcs","TOTAL","qms","qms","qms","qms",0.376560211181641,"ROW"
"ExB14","Svces","TOTAL","qms","qms","qms","qms",2.71298313140869,"SSA"
"ExB14","Svces","TOTAL","qms","qms","qms","qms",-0.83345627784729,"EU"
"ExB14","Svces","TOTAL","qms","qms","qms","qms",0.725724160671234,"ROW"
"ExB14","Food","TOTAL","qmw","qmw","qmw","qmw",-10.723162651062,"SSA"
"ExB14","Food","TOTAL","qmw","qmw","qmw","qmw",3.83406233787537,"EU"
"ExB14","Food","TOTAL","qmw","qmw","qmw","qmw",-5.10506391525269,"ROW"
"ExB14","Mnfcs","TOTAL","qmw","qmw","qmw","qmw",1.74644219875336,"SSA"
"ExB14","Mnfcs","TOTAL","qmw","qmw","qmw","qmw",-0.233880996704102,"EU"
"ExB14","Mnfcs","TOTAL","qmw","qmw","qmw","qmw",0.369753032922745,"ROW"
"ExB14","Svces","TOTAL","qmw","qmw","qmw","qmw",2.71304321289062,"SSA"
"ExB14","Svces","TOTAL","qmw","qmw","qmw","qmw",-0.833105623722076,"EU"
"ExB14","Svces","TOTAL","qmw","qmw","qmw","qmw",0.73127144575119,"ROW"
"ExB14","Food","TOTAL","qo","qo","qo","qo",4.75082492828369,"SSA"
"ExB14","Food","TOTAL","qo","qo","qo","qo",-8.78788185119629,"EU"
"ExB14","Food","TOTAL","qo","qo","qo","qo",2.30301856994629,"ROW"
"ExB14","Mnfcs","TOTAL","qo","qo","qo","qo",-2.59837055206299,"SSA"
"ExB14","Mnfcs","TOTAL","qo","qo","qo","qo",1.52167880535126,"EU"
"ExB14","Mnfcs","TOTAL","qo","qo","qo","qo",-0.558705806732178,"ROW"
"ExB14","Svces","TOTAL","qo","qo","qo","qo",-0.50862318277359,"SSA"
"ExB14","Svces","TOTAL","qo","qo","qo","qo",0.229296147823334,"EU"
"ExB14","Svces","TOTAL","qo","qo","qo","qo",-0.0635874047875404,"ROW"
"ExB14","Food","TOTAL","qpa","qpa","qpa","qpa",-0.116737306118011,"SSA"
"ExB14","Food","TOTAL","qpa","qpa","qpa","qpa",0.188567891716957,"EU"
"ExB14","Food","TOTAL","qpa","qpa","qpa","qpa",-0.324560135602951,"ROW"
"ExB14","Mnfcs","TOTAL","qpa","qpa","qpa","qpa",0.349774271249771,"SSA"
"ExB14","Mnfcs","TOTAL","qpa","qpa","qpa","qpa",-0.0425412990152836,"EU"
"ExB14","Mnfcs","TOTAL","qpa","qpa","qpa","qpa",0.0484104566276073,"ROW"
"ExB14","Svces","TOTAL","qpa","qpa","qpa","qpa",0.217760816216469,"SSA"
"ExB14","Svces","TOTAL","qpa","qpa","qpa","qpa",0.105333864688873,"EU"
"ExB14","Svces","TOTAL","qpa","qpa","qpa","qpa",0.00578372413292527,"ROW"
"ExB14","Food","TOTAL","qpd","qpd","qpd","qpd",0.624854922294617,"SSA"
"ExB14","Food","TOTAL","qpd","qpd","qpd","qpd",-1.88122081756592,"EU"
"ExB14","Food","TOTAL","qpd","qpd","qpd","qpd",0.106205031275749,"ROW"
"ExB14","Mnfcs","TOTAL","qpd","qpd","qpd","qpd",-0.52958345413208,"SSA"
"ExB14","Mnfcs","TOTAL","qpd","qpd","qpd","qpd",0.39971923828125,"EU"
"ExB14","Mnfcs","TOTAL","qpd","qpd","qpd","qpd",-0.117364689707756,"ROW"
"ExB14","Svces","TOTAL","qpd","qpd","qpd","qpd",-0.00863721128553152,"SSA"
"ExB14","Svces","TOTAL","qpd","qpd","qpd","qpd",0.142764389514923,"EU"
"ExB14","Svces","TOTAL","qpd","qpd","qpd","qpd",-0.0116425845772028,"ROW"
"ExB14","Food","TOTAL","qpev","qpev","qpev","qpev",0.151306822896004,"SSA"
"ExB14","Food","TOTAL","qpev","qpev","qpev","qpev",0.0592465959489346,"EU"
"ExB14","Food","TOTAL","qpev","qpev","qpev","qpev",-0.011862313374877,"ROW"
"ExB14","Mnfcs","TOTAL","qpev","qpev","qpev","qpev",0.20211523771286,"SSA"
"ExB14","Mnfcs","TOTAL","qpev","qpev","qpev","qpev",0.0889828726649284,"EU"
"ExB14","Mnfcs","TOTAL","qpev","qpev","qpev","qpev",-0.0169417727738619,"ROW"
"ExB14","Svces","TOTAL","qpev","qpev","qpev","qpev",0.213080778717995,"SSA"
"ExB14","Svces","TOTAL","qpev","qpev","qpev","qpev",0.0905808582901955,"EU"
"ExB14","Svces","TOTAL","qpev","qpev","qpev","qpev",-0.017294604331255,"ROW"
"ExB14","Food","TOTAL","qpm","qpm","qpm","qpm",-11.7935733795166,"SSA"
"ExB14","Food","TOTAL","qpm","qpm","qpm","qpm",8.62939453125,"EU"
"ExB14","Food","TOTAL","qpm","qpm","qpm","qpm",-5.99405670166016,"ROW"
"ExB14","Mnfcs","TOTAL","qpm","qpm","qpm","qpm",2.62220311164856,"SSA"
"ExB14","Mnfcs","TOTAL","qpm","qpm","qpm","qpm",-0.739866018295288,"EU"
"ExB14","Mnfcs","TOTAL","qpm","qpm","qpm","qpm",0.597138404846191,"ROW"
"ExB14","Svces","TOTAL","qpm","qpm","qpm","qpm",3.00219559669495,"SSA"
"ExB14","Svces","TOTAL","qpm","qpm","qpm","qpm",-0.859306752681732,"EU"
"ExB14","Svces","TOTAL","qpm","qpm","qpm","qpm",0.744326233863831,"ROW"
"ExB14","Food","TOTAL","qva","qva","qva","qva",4.75082492828369,"SSA"
"ExB14","Food","TOTAL","qva","qva","qva","qva",-8.78788185119629,"EU"
"ExB14","Food","TOTAL","qva","qva","qva","qva",2.30301856994629,"ROW"
"ExB14","Mnfcs","TOTAL","qva","qva","qva","qva",-2.59837055206299,"SSA"
"ExB14","Mnfcs","TOTAL","qva","qva","qva","qva",1.52167880535126,"EU"
"ExB14","Mnfcs","TOTAL","qva","qva","qva","qva",-0.558705806732178,"ROW"
"ExB14","Svces","TOTAL","qva","qva","qva","qva",-0.50862318277359,"SSA"
"ExB14","Svces","TOTAL","qva","qva","qva","qva",0.229296147823334,"EU"
"ExB14","Svces","TOTAL","qva","qva","qva","qva",-0.0635874047875404,"ROW"
"ExB14","Food","TOTAL","qxw","qxw","qxw","qxw",24.5099048614502,"SSA"
"ExB14","Food","TOTAL","qxw","qxw","qxw","qxw",-22.5247859954834,"EU"
"ExB14","Food","TOTAL","qxw","qxw","qxw","qxw",19.3553485870361,"ROW"
"ExB14","Mnfcs","TOTAL","qxw","qxw","qxw","qxw",-5.5212459564209,"SSA"
"ExB14","Mnfcs","TOTAL","qxw","qxw","qxw","qxw",3.07661938667297,"EU"
"ExB14","Mnfcs","TOTAL","qxw","qxw","qxw","qxw",-1.58801519870758,"ROW"
"ExB14","Svces","TOTAL","qxw","qxw","qxw","qxw",-3.79728055000305,"SSA"
"ExB14","Svces","TOTAL","qxw","qxw","qxw","qxw",2.16056966781616,"EU"
"ExB14","Svces","TOTAL","qxw","qxw","qxw","qxw",-1.03834223747253,"ROW"
"ExB14","Food","TOTAL","tm","tm","tm","tm",0,"SSA"
"ExB14","Food","TOTAL","tm","tm","tm","tm",0,"EU"
"ExB14","Food","TOTAL","tm","tm","tm","tm",0,"ROW"
"ExB14","Mnfcs","TOTAL","tm","tm","tm","tm",0,"SSA"
"ExB14","Mnfcs","TOTAL","tm","tm","tm","tm",0,"EU"
"ExB14","Mnfcs","TOTAL","tm","tm","tm","tm",0,"ROW"
"ExB14","Svces","TOTAL","tm","tm","tm","tm",0,"SSA"
"ExB14","Svces","TOTAL","tm","tm","tm","tm",0,"EU"
"ExB14","Svces","TOTAL","tm","tm","tm","tm",0,"ROW"
"ExB14","Food","TOTAL","tpd","tpd","tpd","tpd",0,"SSA"
"ExB14","Food","TOTAL","tpd","tpd","tpd","tpd",0,"EU"
"ExB14","Food","TOTAL","tpd","tpd","tpd","tpd",0,"ROW"
"ExB14","Mnfcs","TOTAL","tpd","tpd","tpd","tpd",0,"SSA"
"ExB14","Mnfcs","TOTAL","tpd","tpd","tpd","tpd",0,"EU"
"ExB14","Mnfcs","TOTAL","tpd","tpd","tpd","tpd",0,"ROW"
"ExB14","Svces","TOTAL","tpd","tpd","tpd","tpd",0,"SSA"
"ExB14","Svces","TOTAL","tpd","tpd","tpd","tpd",0,"EU"
"ExB14","Svces","TOTAL","tpd","tpd","tpd","tpd",0,"ROW"
"ExB14","Food","TOTAL","tpm","tpm","tpm","tpm",0,"SSA"
"ExB14","Food","TOTAL","tpm","tpm","tpm","tpm",0,"EU"
"ExB14","Food","TOTAL","tpm","tpm","tpm","tpm",0,"ROW"
"ExB14","Mnfcs","TOTAL","tpm","tpm","tpm","tpm",0,"SSA"
"ExB14","Mnfcs","TOTAL","tpm","tpm","tpm","tpm",0,"EU"
"ExB14","Mnfcs","TOTAL","tpm","tpm","tpm","tpm",0,"ROW"
"ExB14","Svces","TOTAL","tpm","tpm","tpm","tpm",0,"SSA"
"ExB14","Svces","TOTAL","tpm","tpm","tpm","tpm",0,"EU"
"ExB14","Svces","TOTAL","tpm","tpm","tpm","tpm",0,"ROW"
"ExB14","Food","TOTAL","tradslack","tradslack","tradslack","tradslack",0,"SSA"
"ExB14","Food","TOTAL","tradslack","tradslack","tradslack","tradslack",0,"EU"
"ExB14","Food","TOTAL","tradslack","tradslack","tradslack","tradslack",0,"ROW"
"ExB14","Mnfcs","TOTAL","tradslack","tradslack","tradslack","tradslack",0,"SSA"
"ExB14","Mnfcs","TOTAL","tradslack","tradslack","tradslack","tradslack",0,"EU"
"ExB14","Mnfcs","TOTAL","tradslack","tradslack","tradslack","tradslack",0,"ROW"
"ExB14","Svces","TOTAL","tradslack","tradslack","tradslack","tradslack",0,"SSA"
"ExB14","Svces","TOTAL","tradslack","tradslack","tradslack","tradslack",0,"EU"
"ExB14","Svces","TOTAL","tradslack","tradslack","tradslack","tradslack",0,"ROW"
"ExB14","Food","TOTAL","tx","tx","tx","tx",0,"SSA"
"ExB14","Food","TOTAL","tx","tx","tx","tx",0,"EU"
"ExB14","Food","TOTAL","tx","tx","tx","tx",0,"ROW"
"ExB14","Mnfcs","TOTAL","tx","tx","tx","tx",0,"SSA"
"ExB14","Mnfcs","TOTAL","tx","tx","tx","tx",0,"EU"
"ExB14","Mnfcs","TOTAL","tx","tx","tx","tx",0,"ROW"
"ExB14","Svces","TOTAL","tx","tx","tx","tx",0,"SSA"
"ExB14","Svces","TOTAL","tx","tx","tx","tx",0,"EU"
"ExB14","Svces","TOTAL","tx","tx","tx","tx",0,"ROW"
"ExB14","Food","TOTAL","vmwcif","vmwcif","vmwcif","vmwcif",-3.2008900642395,"SSA"
"ExB14","Food","TOTAL","vmwcif","vmwcif","vmwcif","vmwcif",4.02736377716064,"EU"
"ExB14","Food","TOTAL","vmwcif","vmwcif","vmwcif","vmwcif",-1.58788156509399,"ROW"
"ExB14","Mnfcs","TOTAL","vmwcif","vmwcif","vmwcif","vmwcif",1.55763137340546,"SSA"
"ExB14","Mnfcs","TOTAL","vmwcif","vmwcif","vmwcif","vmwcif",-0.598871469497681,"EU"
"ExB14","Mnfcs","TOTAL","vmwcif","vmwcif","vmwcif","vmwcif",0.385527372360229,"ROW"
"ExB14","Svces","TOTAL","vmwcif","vmwcif","vmwcif","vmwcif",2.51075196266174,"SSA"
"ExB14","Svces","TOTAL","vmwcif","vmwcif","vmwcif","vmwcif",-1.14849936962128,"EU"
"ExB14","Svces","TOTAL","vmwcif","vmwcif","vmwcif","vmwcif",0.646228790283203,"ROW"
"ExB14","Food","TOTAL","vxwfob","vxwfob","vxwfob","vxwfob",27.5827541351318,"SSA"
"ExB14","Food","TOTAL","vxwfob","vxwfob","vxwfob","vxwfob",-19.7227439880371,"EU"
"ExB14","Food","TOTAL","vxwfob","vxwfob","vxwfob","vxwfob",20.4935626983643,"ROW"
