"Experiment","Sector","Type","Variable","GTAPVar","Description","Unit","Value","Region"
"ExB15","Mnfcs","tms changes","pgm","pgm","pgm","pgm",-0.0128456903621554,"ROW"
"ExB15","Svces","TOTAL","pgm","pgm","pgm","pgm",-0.196932315826416,"SSA"
"ExB15","Svces","TOTAL","pgm","pgm","pgm","pgm",-0.317950844764709,"EU"
"ExB15","Svces","TOTAL","pgm","pgm","pgm","pgm",-0.0829831883311272,"ROW"
"ExB15","Svces","to changes","pgm","pgm","pgm","pgm",-0.00689762691035867,"SSA"
"ExB15","Svces","to changes","pgm","pgm","pgm","pgm",-0.0182189419865608,"EU"
"ExB15","Svces","to changes","pgm","pgm","pgm","pgm",0.00370346615090966,"ROW"
"ExB15","Svces","txs changes","pgm","pgm","pgm","pgm",-0.066120445728302,"SSA"
"ExB15","Svces","txs changes","pgm","pgm","pgm","pgm",-0.10695368796587,"EU"
"ExB15","Svces","txs changes","pgm","pgm","pgm","pgm",-0.0260801017284393,"ROW"
"ExB15","Svces","tms changes","pgm","pgm","pgm","pgm",-0.123914264142513,"SSA"
"ExB15","Svces","tms changes","pgm","pgm","pgm","pgm",-0.192778199911118,"EU"
"ExB15","Svces","tms changes","pgm","pgm","pgm","pgm",-0.0606065541505814,"ROW"
"ExB15","Food","TOTAL","pia","pia","pia","pia",2.9925422668457,"SSA"
"ExB15","Food","TOTAL","pia","pia","pia","pia",-3.00420022010803,"EU"
"ExB15","Food","TOTAL","pia","pia","pia","pia",1.35338127613068,"ROW"
"ExB15","Food","to changes","pia","pia","pia","pia",0.269284158945084,"SSA"
"ExB15","Food","to changes","pia","pia","pia","pia",1.10271954536438,"EU"
"ExB15","Food","to changes","pia","pia","pia","pia",0.125205412507057,"ROW"
"ExB15","Food","txs changes","pia","pia","pia","pia",1.29056572914124,"SSA"
"ExB15","Food","txs changes","pia","pia","pia","pia",-0.23465758562088,"EU"
"ExB15","Food","txs changes","pia","pia","pia","pia",0.893355309963226,"ROW"
"ExB15","Food","tms changes","pia","pia","pia","pia",1.43269228935242,"SSA"
"ExB15","Food","tms changes","pia","pia","pia","pia",-3.87226223945618,"EU"
"ExB15","Food","tms changes","pia","pia","pia","pia",0.334820568561554,"ROW"
"ExB15","Mnfcs","TOTAL","pia","pia","pia","pia",0.395038276910782,"SSA"
"ExB15","Mnfcs","TOTAL","pia","pia","pia","pia",-0.605543494224548,"EU"
"ExB15","Mnfcs","TOTAL","pia","pia","pia","pia",0.187288150191307,"ROW"
"ExB15","Mnfcs","to changes","pia","pia","pia","pia",0.0503508374094963,"SSA"
"ExB15","Mnfcs","to changes","pia","pia","pia","pia",-0.0488935485482216,"EU"
"ExB15","Mnfcs","to changes","pia","pia","pia","pia",0.0281450934708118,"ROW"
"ExB15","Mnfcs","txs changes","pia","pia","pia","pia",0.0494575053453445,"SSA"
"ExB15","Mnfcs","txs changes","pia","pia","pia","pia",-0.200745582580566,"EU"
"ExB15","Mnfcs","txs changes","pia","pia","pia","pia",0.0782654881477356,"ROW"
"ExB15","Mnfcs","tms changes","pia","pia","pia","pia",0.295229852199554,"SSA"
"ExB15","Mnfcs","tms changes","pia","pia","pia","pia",-0.35590448975563,"EU"
"ExB15","Mnfcs","tms changes","pia","pia","pia","pia",0.0808775871992111,"ROW"
"ExB15","Svces","TOTAL","pia","pia","pia","pia",1.32632040977478,"SSA"
"ExB15","Svces","TOTAL","pia","pia","pia","pia",-0.826314926147461,"EU"
"ExB15","Svces","TOTAL","pia","pia","pia","pia",0.303088486194611,"ROW"
"ExB15","Svces","to changes","pia","pia","pia","pia",0.144443348050117,"SSA"
"ExB15","Svces","to changes","pia","pia","pia","pia",-0.0655797719955444,"EU"
"ExB15","Svces","to changes","pia","pia","pia","pia",0.0394850298762321,"ROW"
"ExB15","Svces","txs changes","pia","pia","pia","pia",0.204097524285316,"SSA"
"ExB15","Svces","txs changes","pia","pia","pia","pia",-0.284153610467911,"EU"
"ExB15","Svces","txs changes","pia","pia","pia","pia",0.113143146038055,"ROW"
"ExB15","Svces","tms changes","pia","pia","pia","pia",0.977831840515137,"SSA"
"ExB15","Svces","tms changes","pia","pia","pia","pia",-0.476581752300262,"EU"
"ExB15","Svces","tms changes","pia","pia","pia","pia",0.150460332632065,"ROW"
"ExB15","Food","TOTAL","pid","pid","pid","pid",2.46795511245728,"SSA"
"ExB15","Food","TOTAL","pid","pid","pid","pid",-0.201753631234169,"EU"
"ExB15","Food","TOTAL","pid","pid","pid","pid",0.953637003898621,"ROW"
"ExB15","Food","to changes","pid","pid","pid","pid",0.245113998651505,"SSA"
"ExB15","Food","to changes","pid","pid","pid","pid",1.45554220676422,"EU"
"ExB15","Food","to changes","pid","pid","pid","pid",0.093885138630867,"ROW"
"ExB15","Food","txs changes","pid","pid","pid","pid",0.653592050075531,"SSA"
"ExB15","Food","txs changes","pid","pid","pid","pid",-0.440213233232498,"EU"
"ExB15","Food","txs changes","pid","pid","pid","pid",0.48446923494339,"ROW"
"ExB15","Food","tms changes","pid","pid","pid","pid",1.56924891471863,"SSA"
"ExB15","Food","tms changes","pid","pid","pid","pid",-1.21708261966705,"EU"
"ExB15","Food","tms changes","pid","pid","pid","pid",0.375282675027847,"ROW"
"ExB15","Mnfcs","TOTAL","pid","pid","pid","pid",0.924817085266113,"SSA"
"ExB15","Mnfcs","TOTAL","pid","pid","pid","pid",-0.755359351634979,"EU"
"ExB15","Mnfcs","TOTAL","pid","pid","pid","pid",0.264348775148392,"ROW"
"ExB15","Mnfcs","to changes","pid","pid","pid","pid",0.103455066680908,"SSA"
"ExB15","Mnfcs","to changes","pid","pid","pid","pid",-0.0635146722197533,"EU"
"ExB15","Mnfcs","to changes","pid","pid","pid","pid",0.0355813205242157,"ROW"
"ExB15","Mnfcs","txs changes","pid","pid","pid","pid",0.149703204631805,"SSA"
"ExB15","Mnfcs","txs changes","pid","pid","pid","pid",-0.252463757991791,"EU"
"ExB15","Mnfcs","txs changes","pid","pid","pid","pid",0.106059886515141,"ROW"
"ExB15","Mnfcs","tms changes","pid","pid","pid","pid",0.67169725894928,"SSA"
"ExB15","Mnfcs","tms changes","pid","pid","pid","pid",-0.439380973577499,"EU"
"ExB15","Mnfcs","tms changes","pid","pid","pid","pid",0.122707657516003,"ROW"
"ExB15","Svces","TOTAL","pid","pid","pid","pid",1.3361599445343,"SSA"
"ExB15","Svces","TOTAL","pid","pid","pid","pid",-0.831752836704254,"EU"
"ExB15","Svces","TOTAL","pid","pid","pid","pid",0.304490089416504,"ROW"
"ExB15","Svces","to changes","pid","pid","pid","pid",0.145420908927917,"SSA"
"ExB15","Svces","to changes","pid","pid","pid","pid",-0.0660863742232323,"EU"
"ExB15","Svces","to changes","pid","pid","pid","pid",0.0396149381995201,"ROW"
"ExB15","Svces","txs changes","pid","pid","pid","pid",0.205838978290558,"SSA"
"ExB15","Svces","txs changes","pid","pid","pid","pid",-0.286050111055374,"EU"
"ExB15","Svces","txs changes","pid","pid","pid","pid",0.113648384809494,"ROW"
"ExB15","Svces","tms changes","pid","pid","pid","pid",0.984952509403229,"SSA"
"ExB15","Svces","tms changes","pid","pid","pid","pid",-0.47961637377739,"EU"
"ExB15","Svces","tms changes","pid","pid","pid","pid",0.151226833462715,"ROW"
"ExB15","Food","TOTAL","pim","pim","pim","pim",8.26831817626953,"SSA"
"ExB15","Food","TOTAL","pim","pim","pim","pim",-4.35811328887939,"EU"
"ExB15","Food","TOTAL","pim","pim","pim","pim",3.64217853546143,"ROW"
"ExB15","Food","to changes","pim","pim","pim","pim",0.512585759162903,"SSA"
"ExB15","Food","to changes","pim","pim","pim","pim",0.931811213493347,"EU"
"ExB15","Food","to changes","pim","pim","pim","pim",0.304707020521164,"ROW"
"ExB15","Food","txs changes","pim","pim","pim","pim",7.71503114700317,"SSA"
"ExB15","Food","txs changes","pim","pim","pim","pim",-0.134586989879608,"EU"
"ExB15","Food","txs changes","pim","pim","pim","pim",3.23531270027161,"ROW"
"ExB15","Food","tms changes","pim","pim","pim","pim",0.0407006591558456,"SSA"
"ExB15","Food","tms changes","pim","pim","pim","pim",-5.1553373336792,"EU"
"ExB15","Food","tms changes","pim","pim","pim","pim",0.102158725261688,"ROW"
"ExB15","Mnfcs","TOTAL","pim","pim","pim","pim",-0.170815855264664,"SSA"
"ExB15","Mnfcs","TOTAL","pim","pim","pim","pim",-0.358090460300446,"EU"
"ExB15","Mnfcs","TOTAL","pim","pim","pim","pim",0.0145800830796361,"ROW"
"ExB15","Mnfcs","to changes","pim","pim","pim","pim",-0.0063695409335196,"SSA"
"ExB15","Mnfcs","to changes","pim","pim","pim","pim",-0.0247438661754131,"EU"
"ExB15","Mnfcs","to changes","pim","pim","pim","pim",0.0114791672676802,"ROW"
"ExB15","Mnfcs","txs changes","pim","pim","pim","pim",-0.0578038990497589,"SSA"
"ExB15","Mnfcs","txs changes","pim","pim","pim","pim",-0.115377023816109,"EU"
"ExB15","Mnfcs","txs changes","pim","pim","pim","pim",0.015948923304677,"ROW"
"ExB15","Mnfcs","tms changes","pim","pim","pim","pim",-0.106642454862595,"SSA"
"ExB15","Mnfcs","tms changes","pim","pim","pim","pim",-0.217969596385956,"EU"
"ExB15","Mnfcs","tms changes","pim","pim","pim","pim",-0.0128456903621554,"ROW"
"ExB15","Svces","TOTAL","pim","pim","pim","pim",-0.196932315826416,"SSA"
"ExB15","Svces","TOTAL","pim","pim","pim","pim",-0.317950844764709,"EU"
"ExB15","Svces","TOTAL","pim","pim","pim","pim",-0.0829831883311272,"ROW"
"ExB15","Svces","to changes","pim","pim","pim","pim",-0.00689762691035867,"SSA"
"ExB15","Svces","to changes","pim","pim","pim","pim",-0.0182189419865608,"EU"
"ExB15","Svces","to changes","pim","pim","pim","pim",0.00370346615090966,"ROW"
"ExB15","Svces","txs changes","pim","pim","pim","pim",-0.066120445728302,"SSA"
"ExB15","Svces","txs changes","pim","pim","pim","pim",-0.10695368796587,"EU"
"ExB15","Svces","txs changes","pim","pim","pim","pim",-0.0260801017284393,"ROW"
"ExB15","Svces","tms changes","pim","pim","pim","pim",-0.123914264142513,"SSA"
"ExB15","Svces","tms changes","pim","pim","pim","pim",-0.192778199911118,"EU"
"ExB15","Svces","tms changes","pim","pim","pim","pim",-0.0606065541505814,"ROW"
"ExB15","Food","TOTAL","pint","pint","pint","pint",2.01166820526123,"SSA"
"ExB15","Food","TOTAL","pint","pint","pint","pint",-0.973377168178558,"EU"
"ExB15","Food","TOTAL","pint","pint","pint","pint",0.80867737531662,"ROW"
"ExB15","Food","to changes","pint","pint","pint","pint",0.189954593777657,"SSA"
"ExB15","Food","to changes","pint","pint","pint","pint",0.73134970664978,"EU"
"ExB15","Food","to changes","pint","pint","pint","pint",0.0806625783443451,"ROW"
"ExB15","Food","txs changes","pint","pint","pint","pint",0.760559022426605,"SSA"
"ExB15","Food","txs changes","pint","pint","pint","pint",-0.31887298822403,"EU"
"ExB15","Food","txs changes","pint","pint","pint","pint",0.47737854719162,"ROW"
"ExB15","Food","tms changes","pint","pint","pint","pint",1.06115436553955,"SSA"
"ExB15","Food","tms changes","pint","pint","pint","pint",-1.38585424423218,"EU"
"ExB15","Food","tms changes","pint","pint","pint","pint",0.250636219978333,"ROW"
"ExB15","Mnfcs","TOTAL","pint","pint","pint","pint",0.917082190513611,"SSA"
"ExB15","Mnfcs","TOTAL","pint","pint","pint","pint",-0.692128300666809,"EU"
"ExB15","Mnfcs","TOTAL","pint","pint","pint","pint",0.258204013109207,"ROW"
"ExB15","Mnfcs","to changes","pint","pint","pint","pint",0.100506477057934,"SSA"
"ExB15","Mnfcs","to changes","pint","pint","pint","pint",-0.0384432263672352,"EU"
"ExB15","Mnfcs","to changes","pint","pint","pint","pint",0.0346426405012608,"ROW"
"ExB15","Mnfcs","txs changes","pint","pint","pint","pint",0.186796978116035,"SSA"
"ExB15","Mnfcs","txs changes","pint","pint","pint","pint",-0.225862443447113,"EU"
"ExB15","Mnfcs","txs changes","pint","pint","pint","pint",0.113256841897964,"ROW"
"ExB15","Mnfcs","tms changes","pint","pint","pint","pint",0.629796147346497,"SSA"
"ExB15","Mnfcs","tms changes","pint","pint","pint","pint",-0.427822679281235,"EU"
"ExB15","Mnfcs","tms changes","pint","pint","pint","pint",0.110304556787014,"ROW"
"ExB15","Svces","TOTAL","pint","pint","pint","pint",1.04812860488892,"SSA"
"ExB15","Svces","TOTAL","pint","pint","pint","pint",-0.776275992393494,"EU"
"ExB15","Svces","TOTAL","pint","pint","pint","pint",0.303946256637573,"ROW"
"ExB15","Svces","to changes","pint","pint","pint","pint",0.114234119653702,"SSA"
"ExB15","Svces","to changes","pint","pint","pint","pint",-0.0185189861804247,"EU"
"ExB15","Svces","to changes","pint","pint","pint","pint",0.0390329770743847,"ROW"
"ExB15","Svces","txs changes","pint","pint","pint","pint",0.199414134025574,"SSA"
"ExB15","Svces","txs changes","pint","pint","pint","pint",-0.267988622188568,"EU"
"ExB15","Svces","txs changes","pint","pint","pint","pint",0.127670392394066,"ROW"
"ExB15","Svces","tms changes","pint","pint","pint","pint",0.734505176544189,"SSA"
"ExB15","Svces","tms changes","pint","pint","pint","pint",-0.489768415689468,"EU"
"ExB15","Svces","tms changes","pint","pint","pint","pint",0.137242913246155,"ROW"
"ExB15","Food","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",9.44362354278564,"SSA"
"ExB15","Food","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",0.212170869112015,"EU"
"ExB15","Food","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",4.17013788223267,"ROW"
"ExB15","Food","to changes","pm_cr","pm_cr","pm_cr","pm_cr",0.58349335193634,"SSA"
"ExB15","Food","to changes","pm_cr","pm_cr","pm_cr","pm_cr",1.04853212833405,"EU"
"ExB15","Food","to changes","pm_cr","pm_cr","pm_cr","pm_cr",0.347321838140488,"ROW"
"ExB15","Food","txs changes","pm_cr","pm_cr","pm_cr","pm_cr",8.82039070129395,"SSA"
"ExB15","Food","txs changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.159182906150818,"EU"
"ExB15","Food","txs changes","pm_cr","pm_cr","pm_cr","pm_cr",3.7034604549408,"ROW"
"ExB15","Food","tms changes","pm_cr","pm_cr","pm_cr","pm_cr",0.0397406443953514,"SSA"
"ExB15","Food","tms changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.67717844247818,"EU"
"ExB15","Food","tms changes","pm_cr","pm_cr","pm_cr","pm_cr",0.119355112314224,"ROW"
"ExB15","Mnfcs","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",-0.188694357872009,"SSA"
"ExB15","Mnfcs","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",-0.379294276237488,"EU"
"ExB15","Mnfcs","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",0.026126679033041,"ROW"
"ExB15","Mnfcs","to changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.0082248579710722,"SSA"
"ExB15","Mnfcs","to changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.0269203651696444,"EU"
"ExB15","Mnfcs","to changes","pm_cr","pm_cr","pm_cr","pm_cr",0.0124711645767093,"ROW"
"ExB15","Mnfcs","txs changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.0641318336129189,"SSA"
"ExB15","Mnfcs","txs changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.122359648346901,"EU"
"ExB15","Mnfcs","txs changes","pm_cr","pm_cr","pm_cr","pm_cr",0.0204958114773035,"ROW"
"ExB15","Mnfcs","tms changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.116337656974792,"SSA"
"ExB15","Mnfcs","tms changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.230014324188232,"EU"
"ExB15","Mnfcs","tms changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.00684028537943959,"ROW"
"ExB15","Svces","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",-0.184258699417114,"SSA"
"ExB15","Svces","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",-0.279498815536499,"EU"
"ExB15","Svces","TOTAL","pm_cr","pm_cr","pm_cr","pm_cr",-0.0991484001278877,"ROW"
"ExB15","Svces","to changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.0057174195535481,"SSA"
"ExB15","Svces","to changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.0146270925179124,"EU"
"ExB15","Svces","to changes","pm_cr","pm_cr","pm_cr","pm_cr",0.00220079347491264,"ROW"
"ExB15","Svces","txs changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.0617375373840332,"SSA"
"ExB15","Svces","txs changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.0939015075564384,"EU"
"ExB15","Svces","txs changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.0318509712815285,"ROW"
"ExB15","Svces","tms changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.116803750395775,"SSA"
"ExB15","Svces","tms changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.170970290899277,"EU"
"ExB15","Svces","tms changes","pm_cr","pm_cr","pm_cr","pm_cr",-0.0694982409477234,"ROW"
"ExB15","Food","TOTAL","pms","pms","pms","pms",8.26831817626953,"SSA"
"ExB15","Food","TOTAL","pms","pms","pms","pms",-4.35811328887939,"EU"
"ExB15","Food","TOTAL","pms","pms","pms","pms",3.64217853546143,"ROW"
"ExB15","Food","to changes","pms","pms","pms","pms",0.512585759162903,"SSA"
"ExB15","Food","to changes","pms","pms","pms","pms",0.931811213493347,"EU"
"ExB15","Food","to changes","pms","pms","pms","pms",0.304707020521164,"ROW"
"ExB15","Food","txs changes","pms","pms","pms","pms",7.71503114700317,"SSA"
"ExB15","Food","txs changes","pms","pms","pms","pms",-0.134586989879608,"EU"
"ExB15","Food","txs changes","pms","pms","pms","pms",3.23531270027161,"ROW"
"ExB15","Food","tms changes","pms","pms","pms","pms",0.0407006591558456,"SSA"
"ExB15","Food","tms changes","pms","pms","pms","pms",-5.1553373336792,"EU"
"ExB15","Food","tms changes","pms","pms","pms","pms",0.102158725261688,"ROW"
"ExB15","Mnfcs","TOTAL","pms","pms","pms","pms",-0.170815855264664,"SSA"
"ExB15","Mnfcs","TOTAL","pms","pms","pms","pms",-0.358090460300446,"EU"
"ExB15","Mnfcs","TOTAL","pms","pms","pms","pms",0.0145800830796361,"ROW"
"ExB15","Mnfcs","to changes","pms","pms","pms","pms",-0.0063695409335196,"SSA"
"ExB15","Mnfcs","to changes","pms","pms","pms","pms",-0.0247438661754131,"EU"
"ExB15","Mnfcs","to changes","pms","pms","pms","pms",0.0114791672676802,"ROW"
"ExB15","Mnfcs","txs changes","pms","pms","pms","pms",-0.0578038990497589,"SSA"
"ExB15","Mnfcs","txs changes","pms","pms","pms","pms",-0.115377023816109,"EU"
"ExB15","Mnfcs","txs changes","pms","pms","pms","pms",0.015948923304677,"ROW"
"ExB15","Mnfcs","tms changes","pms","pms","pms","pms",-0.106642454862595,"SSA"
"ExB15","Mnfcs","tms changes","pms","pms","pms","pms",-0.217969596385956,"EU"
"ExB15","Mnfcs","tms changes","pms","pms","pms","pms",-0.0128456903621554,"ROW"
"ExB15","Svces","TOTAL","pms","pms","pms","pms",-0.196932315826416,"SSA"
"ExB15","Svces","TOTAL","pms","pms","pms","pms",-0.317950844764709,"EU"
"ExB15","Svces","TOTAL","pms","pms","pms","pms",-0.0829831883311272,"ROW"
"ExB15","Svces","to changes","pms","pms","pms","pms",-0.00689762691035867,"SSA"
"ExB15","Svces","to changes","pms","pms","pms","pms",-0.0182189419865608,"EU"
"ExB15","Svces","to changes","pms","pms","pms","pms",0.00370346615090966,"ROW"
"ExB15","Svces","txs changes","pms","pms","pms","pms",-0.066120445728302,"SSA"
"ExB15","Svces","txs changes","pms","pms","pms","pms",-0.10695368796587,"EU"
"ExB15","Svces","txs changes","pms","pms","pms","pms",-0.0260801017284393,"ROW"
"ExB15","Svces","tms changes","pms","pms","pms","pms",-0.123914264142513,"SSA"
"ExB15","Svces","tms changes","pms","pms","pms","pms",-0.192778199911118,"EU"
"ExB15","Svces","tms changes","pms","pms","pms","pms",-0.0606065541505814,"ROW"
"ExB15","Food","TOTAL","pmw","pmw","pmw","pmw",8.42576694488525,"SSA"
"ExB15","Food","TOTAL","pmw","pmw","pmw","pmw",0.186164274811745,"EU"
"ExB15","Food","TOTAL","pmw","pmw","pmw","pmw",3.70639634132385,"ROW"
"ExB15","Food","to changes","pmw","pmw","pmw","pmw",0.521277487277985,"SSA"
"ExB15","Food","to changes","pmw","pmw","pmw","pmw",0.97077351808548,"EU"
"ExB15","Food","to changes","pmw","pmw","pmw","pmw",0.309765189886093,"ROW"
"ExB15","Food","txs changes","pmw","pmw","pmw","pmw",7.87890100479126,"SSA"
"ExB15","Food","txs changes","pmw","pmw","pmw","pmw",-0.150947883725166,"EU"
"ExB15","Food","txs changes","pmw","pmw","pmw","pmw",3.30005168914795,"ROW"
"ExB15","Food","tms changes","pmw","pmw","pmw","pmw",0.0255896598100662,"SSA"
"ExB15","Food","tms changes","pmw","pmw","pmw","pmw",-0.633661508560181,"EU"
"ExB15","Food","tms changes","pmw","pmw","pmw","pmw",0.0965794324874878,"ROW"
"ExB15","Mnfcs","TOTAL","pmw","pmw","pmw","pmw",-0.185569956898689,"SSA"
"ExB15","Mnfcs","TOTAL","pmw","pmw","pmw","pmw",-0.365846127271652,"EU"
"ExB15","Mnfcs","TOTAL","pmw","pmw","pmw","pmw",0.0157133731991053,"ROW"
"ExB15","Mnfcs","to changes","pmw","pmw","pmw","pmw",-0.00780317839235067,"SSA"
"ExB15","Mnfcs","to changes","pmw","pmw","pmw","pmw",-0.0254980903118849,"EU"
"ExB15","Mnfcs","to changes","pmw","pmw","pmw","pmw",0.0115904035046697,"ROW"
"ExB15","Mnfcs","txs changes","pmw","pmw","pmw","pmw",-0.0629996359348297,"SSA"
"ExB15","Mnfcs","txs changes","pmw","pmw","pmw","pmw",-0.118091240525246,"EU"
"ExB15","Mnfcs","txs changes","pmw","pmw","pmw","pmw",0.0162946283817291,"ROW"
"ExB15","Mnfcs","tms changes","pmw","pmw","pmw","pmw",-0.114767163991928,"SSA"
"ExB15","Mnfcs","tms changes","pmw","pmw","pmw","pmw",-0.222256824374199,"EU"
"ExB15","Mnfcs","tms changes","pmw","pmw","pmw","pmw",-0.0121687017381191,"ROW"
"ExB15","Svces","TOTAL","pmw","pmw","pmw","pmw",-0.196947529911995,"SSA"
"ExB15","Svces","TOTAL","pmw","pmw","pmw","pmw",-0.318043172359467,"EU"
"ExB15","Svces","TOTAL","pmw","pmw","pmw","pmw",-0.0844254195690155,"ROW"
"ExB15","Svces","to changes","pmw","pmw","pmw","pmw",-0.00689916592091322,"SSA"
"ExB15","Svces","to changes","pmw","pmw","pmw","pmw",-0.0182275399565697,"EU"
"ExB15","Svces","to changes","pmw","pmw","pmw","pmw",0.00356890726834536,"ROW"
"ExB15","Svces","txs changes","pmw","pmw","pmw","pmw",-0.0661222338676453,"SSA"
"ExB15","Svces","txs changes","pmw","pmw","pmw","pmw",-0.10698601603508,"EU"
"ExB15","Svces","txs changes","pmw","pmw","pmw","pmw",-0.0265762936323881,"ROW"
"ExB15","Svces","tms changes","pmw","pmw","pmw","pmw",-0.123926147818565,"SSA"
"ExB15","Svces","tms changes","pmw","pmw","pmw","pmw",-0.19282965362072,"EU"
"ExB15","Svces","tms changes","pmw","pmw","pmw","pmw",-0.0614180490374565,"ROW"
"ExB15","Food","TOTAL","po","po","po","po",2.46795511245728,"SSA"
"ExB15","Food","TOTAL","po","po","po","po",-1.25037574768066,"EU"
"ExB15","Food","TOTAL","po","po","po","po",0.953637003898621,"ROW"
"ExB15","Food","to changes","po","po","po","po",0.245113998651505,"SSA"
"ExB15","Food","to changes","po","po","po","po",0.397981584072113,"EU"
"ExB15","Food","to changes","po","po","po","po",0.093885138630867,"ROW"
"ExB15","Food","txs changes","po","po","po","po",0.653592050075531,"SSA"
"ExB15","Food","txs changes","po","po","po","po",-0.438167303800583,"EU"
"ExB15","Food","txs changes","po","po","po","po",0.48446923494339,"ROW"
"ExB15","Food","tms changes","po","po","po","po",1.56924891471863,"SSA"
"ExB15","Food","tms changes","po","po","po","po",-1.21019041538239,"EU"
"ExB15","Food","tms changes","po","po","po","po",0.375282675027847,"ROW"
"ExB15","Mnfcs","TOTAL","po","po","po","po",0.924817085266113,"SSA"
"ExB15","Mnfcs","TOTAL","po","po","po","po",-0.755359351634979,"EU"
"ExB15","Mnfcs","TOTAL","po","po","po","po",0.264348775148392,"ROW"
"ExB15","Mnfcs","to changes","po","po","po","po",0.103455066680908,"SSA"
"ExB15","Mnfcs","to changes","po","po","po","po",-0.0635146722197533,"EU"
"ExB15","Mnfcs","to changes","po","po","po","po",0.0355813205242157,"ROW"
"ExB15","Mnfcs","txs changes","po","po","po","po",0.149703204631805,"SSA"
"ExB15","Mnfcs","txs changes","po","po","po","po",-0.252463757991791,"EU"
"ExB15","Mnfcs","txs changes","po","po","po","po",0.106059886515141,"ROW"
"ExB15","Mnfcs","tms changes","po","po","po","po",0.67169725894928,"SSA"
"ExB15","Mnfcs","tms changes","po","po","po","po",-0.439380973577499,"EU"
"ExB15","Mnfcs","tms changes","po","po","po","po",0.122707657516003,"ROW"
"ExB15","Svces","TOTAL","po","po","po","po",1.3361599445343,"SSA"
"ExB15","Svces","TOTAL","po","po","po","po",-0.831752836704254,"EU"
"ExB15","Svces","TOTAL","po","po","po","po",0.304490089416504,"ROW"
"ExB15","Svces","to changes","po","po","po","po",0.145420908927917,"SSA"
"ExB15","Svces","to changes","po","po","po","po",-0.0660863742232323,"EU"
"ExB15","Svces","to changes","po","po","po","po",0.0396149381995201,"ROW"
"ExB15","Svces","txs changes","po","po","po","po",0.205838978290558,"SSA"
"ExB15","Svces","txs changes","po","po","po","po",-0.286050111055374,"EU"
"ExB15","Svces","txs changes","po","po","po","po",0.113648384809494,"ROW"
"ExB15","Svces","tms changes","po","po","po","po",0.984952509403229,"SSA"
"ExB15","Svces","tms changes","po","po","po","po",-0.47961637377739,"EU"
"ExB15","Svces","tms changes","po","po","po","po",0.151226833462715,"ROW"
"ExB15","Food","TOTAL","ppa","ppa","ppa","ppa",2.78529953956604,"SSA"
"ExB15","Food","TOTAL","ppa","ppa","ppa","ppa",-1.06883072853088,"EU"
"ExB15","Food","TOTAL","ppa","ppa","ppa","ppa",1.13578963279724,"ROW"
"ExB15","Food","to changes","ppa","ppa","ppa","ppa",0.25973504781723,"SSA"
"ExB15","Food","to changes","ppa","ppa","ppa","ppa",1.34651160240173,"EU"
"ExB15","Food","to changes","ppa","ppa","ppa","ppa",0.108155824244022,"ROW"
"ExB15","Food","txs changes","ppa","ppa","ppa","ppa",1.03888392448425,"SSA"
"ExB15","Food","txs changes","ppa","ppa","ppa","ppa",-0.376837342977524,"EU"
"ExB15","Food","txs changes","ppa","ppa","ppa","ppa",0.670782208442688,"ROW"
"ExB15","Food","tms changes","ppa","ppa","ppa","ppa",1.48668110370636,"SSA"
"ExB15","Food","tms changes","ppa","ppa","ppa","ppa",-2.03850531578064,"EU"
"ExB15","Food","tms changes","ppa","ppa","ppa","ppa",0.356851667165756,"ROW"
"ExB15","Mnfcs","TOTAL","ppa","ppa","ppa","ppa",0.614466905593872,"SSA"
"ExB15","Mnfcs","TOTAL","ppa","ppa","ppa","ppa",-0.601878821849823,"EU"
"ExB15","Mnfcs","TOTAL","ppa","ppa","ppa","ppa",0.206184938549995,"ROW"
"ExB15","Mnfcs","to changes","ppa","ppa","ppa","ppa",0.072346031665802,"SSA"
"ExB15","Mnfcs","to changes","ppa","ppa","ppa","ppa",-0.0485358908772469,"EU"
